抓取时间,行情源,基金代码,估算状态,报告期,持仓数量,最新季报持仓数量,半年报年报补足数量,匹配行情数量,披露持仓覆盖净值比例,匹配行情覆盖净值比例,目标补足覆盖比例,未补足比例,估算当日涨跌幅,可信阈值,是否可信,置信度,估算说明,失败原因
2026-06-20 04:30:07,新浪 stock_zh_a_spot,006503,成功,2026Q1,12,10,2,12,100.0,100.0,100.0,0.0,1.8724805999999998,70.0,是,高,最新季报持仓优先；不足部分用最近半年报/年报股票明细补足。补足项可能已被基金经理调仓，只用于盘中估算近似。,
