date,close
2012-06-30,0.914
2012-07-02,0.931
2012-07-03,0.935
2012-07-04,0.926
2012-07-05,0.925
2012-07-06,0.941
2012-07-09,0.935
2012-07-10,0.922
2012-07-11,0.928
2012-07-12,0.934
2012-07-13,0.934
2012-07-16,0.914
2012-07-17,0.91
2012-07-18,0.905
2012-07-19,0.911
2012-07-20,0.908
2012-07-23,0.906
2012-07-24,0.911
2012-07-25,0.913
2012-07-26,0.907
2012-07-27,0.896
2012-07-30,0.889
2012-07-31,0.885
2012-08-01,0.894
2012-08-02,0.899
2012-08-03,0.911
2012-08-06,0.926
2012-08-07,0.928
2012-08-08,0.922
2012-08-09,0.934
2012-08-10,0.932
2012-08-13,0.924
2012-08-14,0.924
2012-08-15,0.925
2012-08-16,0.915
2012-08-17,0.908
2012-08-20,0.911
2012-08-21,0.927
2012-08-22,0.923
2012-08-23,0.924
2012-08-24,0.913
2012-08-27,0.899
2012-08-28,0.899
2012-08-29,0.9
2012-08-30,0.886
2012-08-31,0.89
2012-09-03,0.904
2012-09-04,0.904
2012-09-05,0.908
2012-09-06,0.909
2012-09-07,0.926
2012-09-10,0.927
2012-09-11,0.927
2012-09-12,0.928
2012-09-13,0.92
2012-09-14,0.92
2012-09-17,0.903
2012-09-18,0.907
2012-09-19,0.91
2012-09-20,0.893
2012-09-21,0.888
2012-09-24,0.894
2012-09-25,0.891
2012-09-26,0.878
2012-09-27,0.892
2012-09-28,0.907
2012-09-30,0.907
2012-10-08,0.904
2012-10-09,0.92
2012-10-10,0.925
2012-10-11,0.915
2012-10-12,0.911
2012-10-15,0.913
2012-10-16,0.923
2012-10-17,0.925
2012-10-18,0.934
2012-10-19,0.931
2012-10-22,0.935
2012-10-23,0.922
2012-10-24,0.917
2012-10-25,0.906
2012-10-26,0.902
2012-10-29,0.907
2012-10-30,0.909
2012-10-31,0.914
2012-11-01,0.922
2012-11-02,0.922
2012-11-05,0.912
2012-11-06,0.912
2012-11-07,0.911
2012-11-08,0.902
2012-11-09,0.896
2012-11-12,0.891
2012-11-13,0.879
2012-11-14,0.881
2012-11-15,0.872
2012-11-16,0.866
2012-11-19,0.861
2012-11-20,0.861
2012-11-21,0.865
2012-11-22,0.858
2012-11-23,0.86
2012-11-26,0.849
2012-11-27,0.838
2012-11-28,0.83
2012-11-29,0.83
2012-11-30,0.839
2012-12-03,0.829
2012-12-04,0.834
2012-12-05,0.856
2012-12-06,0.857
2012-12-07,0.866
2012-12-10,0.868
2012-12-11,0.865
2012-12-12,0.862
2012-12-13,0.858
2012-12-14,0.889
2012-12-17,0.879
2012-12-18,0.87
2012-12-19,0.876
2012-12-20,0.881
2012-12-21,0.886
2012-12-24,0.899
2012-12-25,0.919
2012-12-26,0.925
2012-12-27,0.921
2012-12-28,0.935
2012-12-31,0.951
2013-01-04,0.94
2013-01-07,0.941
2013-01-08,0.952
2013-01-09,0.952
2013-01-10,0.956
2013-01-11,0.942
2013-01-14,0.975
2013-01-15,0.987
2013-01-16,0.986
2013-01-17,0.979
2013-01-18,0.996
2013-01-21,1.003
2013-01-22,0.997
2013-01-23,1.005
2013-01-24,0.995
2013-01-25,0.999
2013-01-28,1.027
2013-01-29,1.034
2013-01-30,1.032
2013-01-31,1.021
2013-02-01,1.03
2013-02-04,1.02
2013-02-05,1.035
2013-02-06,1.04
2013-02-07,1.048
2013-02-08,1.063
2013-02-18,1.057
2013-02-19,1.039
2013-02-20,1.062
2013-02-21,1.041
2013-02-22,1.032
2013-02-25,1.042
2013-02-26,1.038
2013-02-27,1.034
2013-02-28,1.057
2013-03-01,1.075
2013-03-04,1.045
2013-03-05,1.081
2013-03-06,1.098
2013-03-07,1.076
2013-03-08,1.064
2013-03-11,1.064
2013-03-12,1.045
2013-03-13,1.039
2013-03-14,1.055
2013-03-15,1.066
2013-03-18,1.068
2013-03-19,1.062
2013-03-20,1.088
2013-03-21,1.107
2013-03-22,1.109
2013-03-25,1.107
2013-03-26,1.107
2013-03-27,1.116
2013-03-28,1.107
2013-03-29,1.102
2013-04-01,1.103
2013-04-02,1.075
2013-04-03,1.066
2013-04-08,1.086
2013-04-09,1.086
2013-04-10,1.072
2013-04-11,1.068
2013-04-12,1.066
2013-04-15,1.055
2013-04-16,1.062
2013-04-17,1.087
2013-04-18,1.084
2013-04-19,1.1
2013-04-22,1.119
2013-04-23,1.103
2013-04-24,1.13
2013-04-25,1.115
2013-04-26,1.099
2013-05-02,1.122
2013-05-03,1.142
2013-05-06,1.158
2013-05-07,1.149
2013-05-08,1.168
2013-05-09,1.164
2013-05-10,1.162
2013-05-13,1.162
2013-05-14,1.147
2013-05-15,1.18
2013-05-16,1.192
2013-05-17,1.211
2013-05-20,1.219
2013-05-21,1.24
2013-05-22,1.215
2013-05-23,1.214
2013-05-24,1.238
2013-05-27,1.253
2013-05-28,1.231
2013-05-29,1.239
2013-05-30,1.236
2013-05-31,1.233
2013-06-03,1.214
2013-06-04,1.186
2013-06-05,1.199
2013-06-06,1.187
2013-06-07,1.179
2013-06-13,1.168
2013-06-14,1.199
2013-06-17,1.198
2013-06-18,1.193
2013-06-19,1.191
2013-06-20,1.155
2013-06-21,1.15
2013-06-24,1.102
2013-06-25,1.12
2013-06-26,1.164
2013-06-27,1.151
2013-06-28,1.159
2013-06-30,1.159
2013-07-01,1.198
2013-07-02,1.219
2013-07-03,1.232
2013-07-04,1.216
2013-07-05,1.198
2013-07-08,1.169
2013-07-09,1.173
2013-07-10,1.2
2013-07-11,1.228
2013-07-12,1.227
2013-07-15,1.26
2013-07-16,1.27
2013-07-17,1.247
2013-07-18,1.242
2013-07-19,1.227
2013-07-22,1.251
2013-07-23,1.284
2013-07-24,1.295
2013-07-25,1.25
2013-07-26,1.243
2013-07-29,1.222
2013-07-30,1.207
2013-07-31,1.214
2013-08-01,1.262
2013-08-02,1.264
2013-08-05,1.281
2013-08-06,1.294
2013-08-07,1.267
2013-08-08,1.278
2013-08-09,1.282
2013-08-12,1.279
2013-08-13,1.279
2013-08-14,1.28
2013-08-15,1.259
2013-08-16,1.234
2013-08-19,1.275
2013-08-20,1.273
2013-08-21,1.277
2013-08-22,1.287
2013-08-23,1.294
2013-08-26,1.325
2013-08-27,1.325
2013-08-28,1.299
2013-08-29,1.295
2013-08-30,1.26
2013-09-02,1.286
2013-09-03,1.305
2013-09-04,1.299
2013-09-05,1.315
2013-09-06,1.315
2013-09-09,1.317
2013-09-10,1.314
2013-09-11,1.28
2013-09-12,1.273
2013-09-13,1.293
2013-09-16,1.315
2013-09-17,1.305
2013-09-18,1.315
2013-09-23,1.357
2013-09-24,1.37
2013-09-25,1.355
2013-09-26,1.351
2013-09-27,1.375
2013-09-30,1.404
2013-10-08,1.418
2013-10-09,1.432
2013-10-10,1.414
2013-10-11,1.418
2013-10-14,1.424
2013-10-15,1.426
2013-10-16,1.391
2013-10-17,1.387
2013-10-18,1.403
2013-10-21,1.453
2013-10-22,1.416
2013-10-23,1.376
2013-10-24,1.362
2013-10-25,1.327
2013-10-28,1.327
2013-10-29,1.311
2013-10-30,1.327
2013-10-31,1.287
2013-11-01,1.281
2013-11-04,1.287
2013-11-05,1.305
2013-11-06,1.287
2013-11-07,1.26
2013-11-08,1.244
2013-11-11,1.262
2013-11-12,1.271
2013-11-13,1.254
2013-11-14,1.286
2013-11-15,1.307
2013-11-18,1.328
2013-11-19,1.318
2013-11-20,1.324
2013-11-21,1.114
2013-11-22,1.105
2013-11-25,1.104
2013-11-26,1.104
2013-11-27,1.123
2013-11-28,1.137
2013-11-29,1.15
2013-12-02,1.099
2013-12-03,1.116
2013-12-04,1.124
2013-12-05,1.106
2013-12-06,1.097
2013-12-09,1.107
2013-12-10,1.101
2013-12-11,1.096
2013-12-12,1.109
2013-12-13,1.111
2013-12-16,1.089
2013-12-17,1.089
2013-12-18,1.091
2013-12-19,1.084
2013-12-20,1.078
2013-12-23,1.08
2013-12-24,1.092
2013-12-25,1.112
2013-12-26,1.099
2013-12-27,1.113
2013-12-30,1.117
2013-12-31,1.12
2014-01-02,1.13
2014-01-03,1.13
2014-01-06,1.108
2014-01-07,1.116
2014-01-08,1.132
2014-01-09,1.116
2014-01-10,1.098
2014-01-13,1.098
2014-01-14,1.111
2014-01-15,1.124
2014-01-16,1.113
2014-01-17,1.098
2014-01-20,1.076
2014-01-21,1.1
2014-01-22,1.115
2014-01-23,1.134
2014-01-24,1.143
2014-01-27,1.134
2014-01-28,1.117
2014-01-29,1.148
2014-01-30,1.15
2014-02-07,1.177
2014-02-10,1.201
2014-02-11,1.188
2014-02-12,1.181
2014-02-13,1.131
2014-02-14,1.151
2014-02-17,1.183
2014-02-18,1.177
2014-02-19,1.168
2014-02-20,1.158
2014-02-21,1.165
2014-02-24,1.192
2014-02-25,1.152
2014-02-26,1.162
2014-02-27,1.126
2014-02-28,1.131
2014-03-03,1.132
2014-03-04,1.121
2014-03-05,1.121
2014-03-06,1.119
2014-03-07,1.132
2014-03-10,1.093
2014-03-11,1.069
2014-03-12,1.056
2014-03-13,1.077
2014-03-14,1.083
2014-03-17,1.112
2014-03-18,1.122
2014-03-19,1.12
2014-03-20,1.085
2014-03-21,1.09
2014-03-24,1.071
2014-03-25,1.067
2014-03-26,1.072
2014-03-27,1.034
2014-03-28,0.994
2014-03-31,0.991
2014-04-01,0.999
2014-04-02,0.977
2014-04-03,0.981
2014-04-04,0.998
2014-04-08,0.993
2014-04-09,1.011
2014-04-10,1.024
2014-04-11,1.015
2014-04-14,1.016
2014-04-15,1.009
2014-04-16,1.003
2014-04-17,1.007
2014-04-18,1.011
2014-04-21,1.005
2014-04-22,0.991
2014-04-23,0.984
2014-04-24,0.982
2014-04-25,0.961
2014-04-28,0.938
2014-04-29,0.948
2014-04-30,0.961
2014-05-05,0.974
2014-05-06,0.985
2014-05-07,0.968
2014-05-08,0.959
2014-05-09,0.944
2014-05-12,0.959
2014-05-13,0.968
2014-05-14,0.97
2014-05-15,0.955
2014-05-16,0.941
2014-05-19,0.94
2014-05-20,0.949
2014-05-21,0.958
2014-05-22,0.966
2014-05-23,0.983
2014-05-26,0.998
2014-05-27,0.989
2014-05-28,1.012
2014-05-29,0.99
2014-05-30,0.997
2014-06-03,0.998
2014-06-04,0.992
2014-06-05,1.014
2014-06-06,1.015
2014-06-09,1.0
2014-06-10,1.016
2014-06-11,1.021
2014-06-12,1.017
2014-06-13,1.028
2014-06-16,1.04
2014-06-17,1.037
2014-06-18,1.033
2014-06-19,1.002
2014-06-20,1.009
2014-06-23,1.028
2014-06-24,1.033
2014-06-25,1.031
2014-06-26,1.05
2014-06-27,1.054
2014-06-30,1.064
2014-07-01,1.074
2014-07-02,1.074
2014-07-03,1.08
2014-07-04,1.084
2014-07-07,1.082
2014-07-08,1.092
2014-07-09,1.068
2014-07-10,1.06
2014-07-11,1.059
2014-07-14,1.069
2014-07-15,1.056
2014-07-16,1.036
2014-07-17,1.022
2014-07-18,1.024
2014-07-21,1.021
2014-07-22,1.044
2014-07-23,1.018
2014-07-24,0.996
2014-07-25,1.002
2014-07-28,1.02
2014-07-29,1.036
2014-07-30,1.044
2014-07-31,1.041
2014-08-01,1.028
2014-08-04,1.031
2014-08-05,1.048
2014-08-06,1.051
2014-08-07,1.05
2014-08-08,1.069
2014-08-11,1.085
2014-08-12,1.093
2014-08-13,1.093
2014-08-14,1.091
2014-08-15,1.094
2014-08-18,1.106
2014-08-19,1.114
2014-08-20,1.109
2014-08-21,1.113
2014-08-22,1.131
2014-08-25,1.123
2014-08-26,1.106
2014-08-27,1.11
2014-08-28,1.098
2014-08-29,1.11
2014-09-01,1.134
2014-09-02,1.144
2014-09-03,1.147
2014-09-04,1.151
2014-09-05,1.153
2014-09-09,1.154
2014-09-10,1.155
2014-09-11,1.154
2014-09-12,1.168
2014-09-15,1.17
2014-09-16,1.126
2014-09-17,1.127
2014-09-18,1.136
2014-09-19,1.153
2014-09-22,1.152
2014-09-23,1.161
2014-09-24,1.168
2014-09-25,1.166
2014-09-26,1.165
2014-09-29,1.171
2014-09-30,1.179
2014-10-08,1.2
2014-10-09,1.201
2014-10-10,1.186
2014-10-13,1.179
2014-10-14,1.179
2014-10-15,1.186
2014-10-16,1.173
2014-10-17,1.166
2014-10-20,1.191
2014-10-21,1.179
2014-10-22,1.17
2014-10-23,1.156
2014-10-24,1.158
2014-10-27,1.172
2014-10-28,1.196
2014-10-29,1.214
2014-10-30,1.206
2014-10-31,1.196
2014-11-03,1.212
2014-11-04,1.192
2014-11-05,1.192
2014-11-06,1.205
2014-11-07,1.193
2014-11-10,1.187
2014-11-11,1.152
2014-11-12,1.169
2014-11-13,1.142
2014-11-14,1.134
2014-11-17,1.157
2014-11-18,1.167
2014-11-19,1.184
2014-11-20,1.179
2014-11-21,1.188
2014-11-24,1.202
2014-11-25,1.236
2014-11-26,1.259
2014-11-27,1.274
2014-11-28,1.296
2014-12-01,1.296
2014-12-02,1.315
2014-12-03,1.339
2014-12-04,1.371
2014-12-05,1.324
2014-12-08,1.279
2014-12-09,1.201
2014-12-10,1.23
2014-12-11,1.239
2014-12-12,1.277
2014-12-15,1.351
2014-12-16,1.351
2014-12-17,1.35
2014-12-18,1.357
2014-12-19,1.337
2014-12-22,1.247
2014-12-23,1.207
2014-12-24,1.229
2014-12-25,1.254
2014-12-26,1.254
2014-12-29,1.2
2014-12-30,1.162
2014-12-31,1.168
2015-01-05,1.152
2015-01-06,1.203
2015-01-07,1.214
2015-01-08,1.221
2015-01-09,1.221
2015-01-12,1.243
2015-01-13,1.275
2015-01-14,1.278
2015-01-15,1.274
2015-01-16,1.332
2015-01-19,1.323
2015-01-20,1.407
2015-01-21,1.426
2015-01-22,1.427
2015-01-23,1.38
2015-01-26,1.426
2015-01-27,1.442
2015-01-28,1.42
2015-01-29,1.411
2015-01-30,1.369
2015-02-02,1.409
2015-02-03,1.472
2015-02-04,1.482
2015-02-05,1.508
2015-02-06,1.477
2015-02-09,1.457
2015-02-10,1.494
2015-02-11,1.529
2015-02-12,1.536
2015-02-13,1.558
2015-02-16,1.618
2015-02-17,1.652
2015-02-25,1.602
2015-02-26,1.599
2015-02-27,1.636
2015-03-02,1.684
2015-03-03,1.657
2015-03-04,1.681
2015-03-05,1.671
2015-03-06,1.606
2015-03-09,1.649
2015-03-10,1.685
2015-03-11,1.703
2015-03-12,1.686
2015-03-13,1.734
2015-03-16,1.822
2015-03-17,1.822
2015-03-18,1.857
2015-03-19,1.877
2015-03-20,1.934
2015-03-23,2.032
2015-03-24,2.094
2015-03-25,2.129
2015-03-26,2.037
2015-03-27,2.046
2015-03-30,1.988
2015-03-31,2.035
2015-04-01,2.077
2015-04-02,2.122
2015-04-03,2.145
2015-04-07,2.189
2015-04-08,2.14
2015-04-09,2.152
2015-04-10,2.198
2015-04-13,2.245
2015-04-14,2.227
2015-04-15,2.105
2015-04-16,2.121
2015-04-17,2.106
2015-04-20,2.023
2015-04-21,2.142
2015-04-22,2.233
2015-04-23,2.282
2015-04-24,2.304
2015-04-27,2.318
2015-04-28,2.251
2015-04-29,2.341
2015-04-30,2.422
2015-05-04,2.397
2015-05-05,2.331
2015-05-06,2.388
2015-05-07,2.395
2015-05-08,2.547
2015-05-11,2.731
2015-05-12,2.888
2015-05-13,2.897
2015-05-14,2.845
2015-05-15,2.898
2015-05-18,3.031
2015-05-19,3.08
2015-05-20,3.115
2015-05-21,3.177
2015-05-22,3.152
2015-05-25,3.082
2015-05-26,3.215
2015-05-27,3.248
2015-05-28,3.067
2015-05-29,3.169
2015-06-01,3.321
2015-06-02,3.496
2015-06-03,3.571
2015-06-04,3.541
2015-06-05,3.486
2015-06-08,3.311
2015-06-09,3.295
2015-06-10,3.403
2015-06-11,3.426
2015-06-12,3.463
2015-06-15,3.281
2015-06-16,3.095
2015-06-17,3.223
2015-06-18,3.034
2015-06-19,2.861
2015-06-23,2.872
2015-06-24,2.86
2015-06-25,2.574
2015-06-26,2.353
2015-06-29,2.153
2015-06-30,2.267
2015-07-01,2.129
2015-07-02,1.989
2015-07-03,1.856
2015-07-06,1.767
2015-07-07,1.649
2015-07-08,1.573
2015-07-09,1.618
2015-07-10,1.673
2015-07-13,1.774
2015-07-14,1.807
2015-07-15,1.726
2015-07-16,1.739
2015-07-17,1.85
2015-07-20,1.909
2015-07-21,1.971
2015-07-22,2.022
2015-07-23,2.094
2015-07-24,2.099
2015-07-27,1.928
2015-07-28,1.822
2015-07-29,1.903
2015-07-30,1.791
2015-07-31,1.718
2015-08-03,1.613
2015-08-04,1.726
2015-08-05,1.684
2015-08-06,1.666
2015-08-07,1.764
2015-08-10,1.89
2015-08-11,1.92
2015-08-12,1.861
2015-08-13,1.936
2015-08-14,1.936
2015-08-17,1.931
2015-08-18,1.812
2015-08-19,1.895
2015-08-20,1.814
2015-08-21,1.684
2015-08-24,1.534
2015-08-25,1.397
2015-08-26,1.32
2015-08-27,1.372
2015-08-28,1.482
2015-08-31,1.41
2015-09-01,1.305
2015-09-02,1.235
2015-09-07,1.269
2015-09-08,1.36
2015-09-09,1.419
2015-09-10,1.419
2015-09-11,1.447
2015-09-14,1.323
2015-09-15,1.247
2015-09-16,1.353
2015-09-17,1.328
2015-09-18,1.349
2015-09-21,1.427
2015-09-22,1.444
2015-09-23,1.44
2015-09-24,1.456
2015-09-25,1.385
2015-09-28,1.447
2015-09-29,1.444
2015-09-30,1.434
2015-10-08,1.503
2015-10-09,1.536
2015-10-12,1.611
2015-10-13,1.633
2015-10-14,1.624
2015-10-15,1.696
2015-10-16,1.732
2015-10-19,1.738
2015-10-20,1.792
2015-10-21,1.65
2015-10-22,1.725
2015-10-23,1.771
2015-10-26,1.766
2015-10-27,1.807
2015-10-28,1.765
2015-10-29,1.785
2015-10-30,1.804
2015-11-02,1.759
2015-11-03,1.76
2015-11-04,1.863
2015-11-05,1.878
2015-11-06,1.965
2015-11-09,2.046
2015-11-10,2.111
2015-11-11,2.166
2015-11-12,2.199
2015-11-13,2.118
2015-11-16,2.179
2015-11-17,2.125
2015-11-18,2.074
2015-11-19,2.178
2015-11-20,2.206
2015-11-23,2.179
2015-11-24,2.215
2015-11-25,2.3
2015-11-26,2.293
2015-11-27,2.168
2015-11-30,2.177
2015-12-01,2.105
2015-12-02,2.046
2015-12-03,2.11
2015-12-04,2.111
2015-12-07,2.196
2015-12-08,2.184
2015-12-09,2.159
2015-12-10,2.161
2015-12-11,2.102
2015-12-14,2.125
2015-12-15,2.183
2015-12-16,2.23
2015-12-17,2.298
2015-12-18,2.293
2015-12-21,2.271
2015-12-22,2.293
2015-12-23,2.231
2015-12-24,2.244
2015-12-25,2.253
2015-12-28,2.216
2015-12-29,2.219
2015-12-30,2.264
2015-12-31,2.193
2016-01-04,1.996
2016-01-05,1.924
2016-01-06,1.973
2016-01-07,1.787
2016-01-08,1.773
2016-01-11,1.644
2016-01-12,1.686
2016-01-13,1.624
2016-01-14,1.727
2016-01-15,1.688
2016-01-18,1.756
2016-01-19,1.819
2016-01-20,1.777
2016-01-21,1.667
2016-01-22,1.701
2016-01-25,1.722
2016-01-26,1.581
2016-01-27,1.551
2016-01-28,1.462
2016-01-29,1.526
2016-02-01,1.524
2016-02-02,1.616
2016-02-03,1.618
2016-02-04,1.667
2016-02-05,1.638
2016-02-15,1.661
2016-02-16,1.731
2016-02-17,1.758
2016-02-18,1.754
2016-02-19,1.767
2016-02-22,1.804
2016-02-23,1.777
2016-02-24,1.732
2016-02-25,1.577
2016-02-26,1.554
2016-02-29,1.433
2016-03-01,1.472
2016-03-02,1.534
2016-03-03,1.522
2016-03-04,1.437
2016-03-07,1.465
2016-03-08,1.491
2016-03-09,1.484
2016-03-10,1.451
2016-03-11,1.434
2016-03-14,1.522
2016-03-15,1.514
2016-03-16,1.492
2016-03-17,1.586
2016-03-18,1.669
2016-03-21,1.72
2016-03-22,1.703
2016-03-23,1.722
2016-03-24,1.696
2016-03-25,1.692
2016-03-28,1.678
2016-03-29,1.637
2016-03-30,1.705
2016-03-31,1.727
2016-04-01,1.701
2016-04-05,1.753
2016-04-06,1.756
2016-04-07,1.708
2016-04-08,1.681
2016-04-11,1.722
2016-04-12,1.708
2016-04-13,1.743
2016-04-14,1.775
2016-04-15,1.767
2016-04-18,1.728
2016-04-19,1.723
2016-04-20,1.622
2016-04-21,1.589
2016-04-22,1.612
2016-04-25,1.605
2016-04-26,1.64
2016-04-27,1.629
2016-04-28,1.628
2016-04-29,1.622
2016-05-03,1.681
2016-05-04,1.689
2016-05-05,1.709
2016-05-06,1.66
2016-05-09,1.587
2016-05-10,1.577
2016-05-11,1.526
2016-05-12,1.534
2016-05-13,1.523
2016-05-16,1.556
2016-05-17,1.558
2016-05-18,1.501
2016-05-19,1.531
2016-05-20,1.556
2016-05-23,1.599
2016-05-24,1.586
2016-05-25,1.574
2016-05-26,1.592
2016-05-27,1.586
2016-05-30,1.585
2016-05-31,1.673
2016-06-01,1.694
2016-06-02,1.722
2016-06-03,1.732
2016-06-06,1.755
2016-06-07,1.778
2016-06-08,1.739
2016-06-13,1.623
2016-06-14,1.618
2016-06-15,1.693
2016-06-16,1.694
2016-06-17,1.7
2016-06-20,1.708
2016-06-21,1.683
2016-06-22,1.704
2016-06-23,1.701
2016-06-24,1.707
2016-06-27,1.769
2016-06-28,1.786
2016-06-29,1.812
2016-06-30,1.784
2016-07-01,1.773
2016-07-04,1.805
2016-07-05,1.82
2016-07-06,1.819
2016-07-07,1.809
2016-07-08,1.793
2016-07-11,1.765
2016-07-12,1.767
2016-07-13,1.781
2016-07-14,1.785
2016-07-15,1.774
2016-07-18,1.755
2016-07-19,1.772
2016-07-20,1.787
2016-07-21,1.776
2016-07-22,1.757
2016-07-25,1.745
2016-07-26,1.742
2016-07-27,1.646
2016-07-28,1.621
2016-07-29,1.606
2016-08-01,1.596
2016-08-02,1.607
2016-08-03,1.607
2016-08-04,1.625
2016-08-05,1.61
2016-08-08,1.632
2016-08-09,1.649
2016-08-10,1.651
2016-08-11,1.617
2016-08-12,1.621
2016-08-15,1.652
2016-08-16,1.66
2016-08-17,1.673
2016-08-18,1.676
2016-08-19,1.68
2016-08-22,1.665
2016-08-23,1.672
2016-08-24,1.697
2016-08-25,1.693
2016-08-26,1.701
2016-08-29,1.689
2016-08-30,1.695
2016-08-31,1.684
2016-09-01,1.675
2016-09-02,1.668
2016-09-05,1.674
2016-09-06,1.703
2016-09-07,1.69
2016-09-08,1.686
2016-09-09,1.675
